1,5,0,0,0,0,0,0
5,1,0,0,0,0,0,0
9,1,0,0,0,0,0,0
13,3,0,0,0,0,0,0
17,1,0,0,0,0,0,0
21,1,0,0,0,0,0,0
25,1,0,0,0,0,0,10
29,1,0,0,0,0,0,0
33,15,0,0,0,0,0,0
37,1,0,0,0,0,0,0
41,119,0,0,0,0,0,0
45,1,0,0,0,0,0,0
49,405,0,0,0,0,0,2
53,19,0,0,0,0,0,7
57,1,0,0,0,0,0,0
61,1,0,0,0,0,0,0
65,1,0,0,0,0,0,0
69,1,0,0,0,0,0,0
73,1,0,0,0,0,0,0
77,1,0,0,0,0,0,0
81,1,0,0,0,0,0,0
85,3,0,0,0,0,0,0
89,1,0,0,0,0,0,0
93,3,0,0,0,0,0,0
97,253210185,2001421,14023080165286259869,10398754343142254359,804485649,0,254794
101,51,0,14023080165286259869,10398754343142254359,804485649,0,0
105,1,0,14023080165286259869,10398754343142254359,804485649,0,0
109,1,0,14023080165286259869,10398754343142254359,804485649,0,0
113,1,0,14023080165286259869,10398754343142254359,804485649,0,0
117,1,0,14023080165286259869,10398754343142254359,804485649,0,0
121,15,0,14023080165286259869,10398754343142254359,804485649,0,0
125,1,0,14023080165286259869,10398754343142254359,804485649,0,0
129,1,0,14023080165286259869,10398754343142254359,804485649,0,0
133,1,0,14023080165286259869,10398754343142254359,804485649,0,0
137,1,0,14023080165286259869,10398754343142254359,804485649,0,0
141,5,0,14023080165286259869,10398754343142254359,804485649,0,0
145,3,0,14023080165286259869,10398754343142254359,804485649,0,0
149,65,0,14023080165286259869,10398754343142254359,804485649,0,0
153,3,0,14023080165286259869,10398754343142254359,804485649,0,0
157,1,0,14023080165286259869,10398754343142254359,804485649,0,0
161,1,0,14023080165286259869,10398754343142254359,804485649,0,0
165,1,0,14023080165286259869,10398754343142254359,804485649,0,0
169,1,0,14023080165286259869,10398754343142254359,804485649,0,0
173,1,0,14023080165286259869,10398754343142254359,804485649,0,0
177,21,0,14023080165286259869,10398754343142254359,804485649,0,0
181,1,0,14023080165286259869,10398754343142254359,804485649,0,0
185,1,0,14023080165286259869,10398754343142254359,804485649,0,0
189,1,0,14023080165286259869,10398754343142254359,804485649,0,0
193,253,0,14023080165286259869,10398754343142254359,804485649,0,1
197,822833857,6537412,12766118979612058518,11915629395032456210,176267589,0,474599
201,1,0,12766118979612058518,11915629395032456210,176267589,0,0
205,1,0,12766118979612058518,11915629395032456210,176267589,0,0
209,1,0,12766118979612058518,11915629395032456210,176267589,0,0
213,97,0,12766118979612058518,11915629395032456210,176267589,0,0
217,1,0,12766118979612058518,11915629395032456210,176267589,0,0
221,1,0,12766118979612058518,11915629395032456210,176267589,0,0
225,1,0,12766118979612058518,11915629395032456210,176267589,0,0
229,3,0,12766118979612058518,11915629395032456210,176267589,0,0
233,1,0,12766118979612058518,11915629395032456210,176267589,0,0
237,1,0,12766118979612058518,11915629395032456210,176267589,0,0
241,1,0,12766118979612058518,11915629395032456210,176267589,0,0
245,1,0,12766118979612058518,11915629395032456210,176267589,0,0
249,1,0,12766118979612058518,11915629395032456210,176267589,0,0
253,210825371,1664734,3302156390200805039,9068023581341885203,402295468,0,104643
257,3,0,3302156390200805039,9068023581341885203,402295468,0,0
261,1,0,3302156390200805039,9068023581341885203,402295468,0,0
265,1,0,3302156390200805039,9068023581341885203,402295468,0,0
269,1,0,3302156390200805039,9068023581341885203,402295468,0,0
273,49,0,3302156390200805039,9068023581341885203,402295468,0,0
277,1,0,3302156390200805039,9068023581341885203,402295468,0,0
281,1,0,3302156390200805039,9068023581341885203,402295468,0,0
285,1,0,3302156390200805039,9068023581341885203,402295468,0,0
289,3,0,3302156390200805039,9068023581341885203,402295468,0,0
293,1,0,3302156390200805039,9068023581341885203,402295468,0,0
297,1,0,3302156390200805039,9068023581341885203,402295468,0,0
301,51,0,3302156390200805039,9068023581341885203,402295468,0,0
305,1,0,3302156390200805039,9068023581341885203,402295468,0,0
309,1,0,3302156390200805039,9068023581341885203,402295468,0,0
313,11,0,3302156390200805039,9068023581341885203,402295468,0,0
317,1,0,3302156390200805039,9068023581341885203,402295468,0,0
321,1,0,3302156390200805039,9068023581341885203,402295468,0,0
325,1,0,3302156390200805039,9068023581341885203,402295468,0,0
329,1,0,3302156390200805039,9068023581341885203,402295468,0,0
333,1,0,3302156390200805039,9068023581341885203,402295468,0,0
337,1,0,3302156390200805039,9068023581341885203,402295468,0,0
341,3,0,3302156390200805039,9068023581341885203,402295468,0,0
345,1,0,3302156390200805039,9068023581341885203,402295468,0,0
349,1,0,3302156390200805039,9068023581341885203,402295468,0,0
353,1,0,3302156390200805039,9068023581341885203,402295468,0,0
357,3,0,3302156390200805039,9068023581341885203,402295468,0,0
361,3,0,3302156390200805039,9068023581341885203,402295468,0,0
365,1,0,3302156390200805039,9068023581341885203,402295468,0,0
369,1,0,3302156390200805039,9068023581341885203,402295468,0,0
373,1,0,3302156390200805039,9068023581341885203,402295468,0,0
377,1,0,3302156390200805039,9068023581341885203,402295468,0,0
381,1,0,3302156390200805039,9068023581341885203,402295468,0,0
385,7,0,3302156390200805039,9068023581341885203,402295468,0,0
389,1,0,3302156390200805039,9068023581341885203,402295468,0,0
393,1,0,3302156390200805039,9068023581341885203,402295468,0,0
397,3,0,3302156390200805039,9068023581341885203,402295468,0,0
401,3,0,3302156390200805039,9068023581341885203,402295468,0,0
405,1,0,3302156390200805039,9068023581341885203,402295468,0,0
409,1,0,3302156390200805039,9068023581341885203,402295468,0,0
413,1,0,3302156390200805039,9068023581341885203,402295468,0,0
417,3,0,3302156390200805039,9068023581341885203,402295468,0,0
421,1,0,3302156390200805039,9068023581341885203,402295468,0,0
425,13,0,3302156390200805039,9068023581341885203,402295468,0,0
429,1,0,3302156390200805039,9068023581341885203,402295468,0,0
433,1,0,3302156390200805039,9068023581341885203,402295468,0,0
437,1,0,3302156390200805039,9068023581341885203,402295468,0,0
441,1,0,3302156390200805039,9068023581341885203,402295468,0,0
445,1,0,3302156390200805039,9068023581341885203,402295468,0,0
449,3,0,3302156390200805039,9068023581341885203,402295468,0,0
453,1,0,3302156390200805039,9068023581341885203,402295468,0,0
457,3,0,3302156390200805039,9068023581341885203,402295468,0,0
461,1,0,3302156390200805039,9068023581341885203,402295468,0,0
465,1,0,3302156390200805039,9068023581341885203,402295468,0,0
469,3,0,3302156390200805039,9068023581341885203,402295468,0,0
473,5,0,3302156390200805039,9068023581341885203,402295468,0,0
477,1,0,3302156390200805039,9068023581341885203,402295468,0,0
481,651,0,3302156390200805039,9068023581341885203,402295468,0,3
485,1,0,3302156390200805039,9068023581341885203,402295468,0,0
489,1,0,3302156390200805039,9068023581341885203,402295468,0,0
493,1,0,3302156390200805039,9068023581341885203,402295468,0,0
497,548338805,4344663,1249647074720922113,4990540416605273713,303698300,0,452016
501,39,0,1249647074720922113,4990540416605273713,303698300,0,0
505,11,0,1249647074720922113,4990540416605273713,303698300,0,4
509,1,0,1249647074720922113,4990540416605273713,303698300,0,0
513,3,0,1249647074720922113,4990540416605273713,303698300,0,0
517,1,0,1249647074720922113,4990540416605273713,303698300,0,0
521,61,0,1249647074720922113,4990540416605273713,303698300,0,0
525,1,0,1249647074720922113,4990540416605273713,303698300,0,0
529,5,0,1249647074720922113,4990540416605273713,303698300,0,0
533,15,0,1249647074720922113,4990540416605273713,303698300,0,0
537,1,0,1249647074720922113,4990540416605273713,303698300,0,0
541,764802105,6046840,12606234082417226926,14842700329575074490,136141544,0,584972
545,1,0,12606234082417226926,14842700329575074490,136141544,0,0
549,29,0,12606234082417226926,14842700329575074490,136141544,0,0
553,1,0,12606234082417226926,14842700329575074490,136141544,0,0
557,3,0,12606234082417226926,14842700329575074490,136141544,0,0
561,1,0,12606234082417226926,14842700329575074490,136141544,0,0
565,1,0,12606234082417226926,14842700329575074490,136141544,0,0
569,1,0,12606234082417226926,14842700329575074490,136141544,0,0
573,7,0,12606234082417226926,14842700329575074490,136141544,0,0
577,91,0,12606234082417226926,14842700329575074490,136141544,0,0
581,3,0,12606234082417226926,14842700329575074490,136141544,0,0
585,1,0,12606234082417226926,14842700329575074490,136141544,0,0
589,1,0,12606234082417226926,14842700329575074490,136141544,0,0
